timestamp,hand_id,phase,player_id,target_player,message_type,message,message_length,contains_signal
2025-10-28T17:47:30.436655,41,PREFLOP,0,,public,"I'm with you, let's see the next cards.",39,True
2025-10-28T17:47:31.920382,41,PREFLOP,1,,public,"I'm with you, let's build this pot together.",44,True
2025-10-28T17:47:33.283477,41,FLOP,0,,public,"I'm with you, let's build this pot together.",44,True
2025-10-28T17:47:36.012806,42,PREFLOP,0,,public,"I'm with you, let's see how this plays out.",43,True
2025-10-28T17:47:37.214793,42,PREFLOP,1,,public,"Saving for better spot, let's see how it plays out.",51,True
2025-10-28T17:47:40.713977,43,PREFLOP,0,,public,I'm with you!,13,False
2025-10-28T17:47:41.763896,43,PREFLOP,1,,public,Saving for better spot,22,False
2025-10-28T17:47:46.021042,44,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:47:49.912642,44,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T17:47:52.372076,44,FLOP,1,,public,I'm with you,12,False
2025-10-28T17:47:56.725132,45,PREFLOP,0,,public,I'm with you!,13,False
2025-10-28T17:47:58.035625,45,PREFLOP,1,,public,I'm with you!,13,False
2025-10-28T17:47:59.273444,45,FLOP,0,,public,I'm with you!,13,False
2025-10-28T17:48:02.473022,46,PREFLOP,0,,public,"Saving for better spot, good luck!",34,False
2025-10-28T17:48:03.532263,46,PREFLOP,1,,public,"Saving for better spot, good luck!",34,False
2025-10-28T17:48:05.271207,47,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:48:06.402732,47,PREFLOP,1,,public,"I'm with you, let's see the flop.",33,True
2025-10-28T17:48:11.831778,48,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:48:15.542240,48,PREFLOP,0,,public,Saving for a better spot.,25,False
2025-10-28T17:48:18.509147,48,FLOP,1,,public,I'm with you,12,False
2025-10-28T17:48:23.200725,49,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T17:48:24.424185,49,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:48:25.672684,49,FLOP,0,,public,I'm with you,12,False
2025-10-28T17:48:27.982137,50,PREFLOP,0,,public,I'm with you on this hand. Let's see how it plays out.,54,True
2025-10-28T17:48:29.315369,50,PREFLOP,1,,public,I'm with you on this hand. Let's see how it plays out.,54,True
2025-10-28T17:48:32.435819,50,FLOP,1,,public,I'm with you on this hand. Let's keep building the pot together.,64,True
2025-10-28T17:48:34.595648,51,PREFLOP,0,,public,Saving for a better spot.,25,False
2025-10-28T17:48:35.674982,51,PREFLOP,1,,public,Saving for a better spot.,25,False
2025-10-28T17:48:40.633065,52,PREFLOP,1,,public,Saving for better spot.,23,False
2025-10-28T17:48:44.901285,52,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:48:49.205827,53,PREFLOP,0,,public,I'm with you.,13,False
2025-10-28T17:48:50.395170,53,PREFLOP,1,,public,I'm with you. Let's build this pot.,35,True
2025-10-28T17:48:52.326117,53,FLOP,0,,public,I'm with you. Let's build this pot together.,44,True
2025-10-28T17:48:56.373398,54,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T17:48:57.809397,54,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:49:00.159992,54,FLOP,1,,public,I'm with you.,13,False
2025-10-28T17:49:02.450844,55,PREFLOP,0,,public,"I'm with you, let's see the flop together.",42,True
2025-10-28T17:49:03.918837,55,PREFLOP,1,,public,"I'm with you, let's see the flop together.",42,True
2025-10-28T17:49:07.814101,55,FLOP,0,,public,"I'm with you, supporting our play.",34,True
2025-10-28T17:49:09.277621,56,PREFLOP,1,,public,Saving for a better spot.,25,False
2025-10-28T17:49:13.373439,56,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T17:49:17.386771,57,PREFLOP,0,,public,I'm with you,12,False
2025-10-28T17:49:18.390700,57,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:49:19.771093,57,FLOP,0,,public,"I'm with you, let's build this pot together!",44,True
2025-10-28T17:49:23.970809,58,PREFLOP,0,,public,Saving for better spot.,23,False
2025-10-28T17:49:25.249905,58,PREFLOP,1,,public,I'm with you,12,False
2025-10-28T17:49:27.422218,58,FLOP,1,,public,I'm with you,12,False
2025-10-28T17:49:28.706783,59,PREFLOP,0,,public,"I'm with you, let's see the flop together!",42,True
2025-10-28T17:49:30.241317,59,PREFLOP,1,,public,"I'm with you, let's see the flop together!",42,True
2025-10-28T17:49:35.190038,59,FLOP,0,,public,"I'm with you, let's build the pot together!",43,True
2025-10-28T17:49:36.312910,60,PREFLOP,1,,public,Saving for a better spot.,25,False
2025-10-28T17:49:40.218951,60,PREFLOP,0,,public,I'm with you.,13,False
